long_name,dob,height_cm,weight_kg,league_name,league_level,club_name,club_jersey_number,nationality_name,nation_jersey_number,preferred_foot,player_positions_desc,club_position_desc,nation_position_desc
kevin amir isa luna,2001-04-18,178,71,liga profesional,1,atletico tucuman,29,argentina,99,derecha,"delantero, mediocampista izquierdo",suplente,no convocado
enzo roberto diaz morales,1992-01-14,179,80,liga profesional,1,tigre,21,argentina,99,derecha,delantero,suplente,no convocado
mateo montenegro,1998-08-28,180,77,liga profesional,1,central cordoba sde,33,argentina,99,derecha,"mediocampista defensivo, defensor central",suplente,no convocado
matias nahuel gonzalez,2002-02-28,173,62,liga profesional,1,banfield,28,argentina,99,derecha,"mediocampista derecho, mediocampista ofensivo, mediocampista central",reserva,no convocado
ignacio russo cordero,2000-12-13,177,70,liga profesional,1,patronato,36,argentina,99,derecha,delantero,suplente,no convocado
benjamin borasi,1997-11-11,170,64,liga profesional,1,sarmiento,38,argentina,99,derecha,"mediocampista derecho, mediocampista izquierdo",suplente,no convocado
andres desabato,1990-03-30,183,79,liga profesional,1,barracas central,1,argentina,99,derecha,arquero,suplente,no convocado
julian eseiza,2002-02-16,185,74,liga profesional,1,banfield,31,argentina,99,izquierda,"lateral izquierdo, carrilero izquierdo",reserva,no convocado
facundo sanguinetti,2001-03-01,184,71,liga profesional,1,banfield,12,argentina,99,derecha,arquero,suplente,no convocado
manuel garcia,1999-06-11,180,75,liga profesional,1,sarmiento,29,argentina,99,derecha,"mediocampista defensivo, mediocampista central",suplente,no convocado
marcos benitez,2001-09-21,170,69,liga profesional,1,barracas central,32,argentina,99,derecha,"mediocampista derecho, extremo derecho",reserva,no convocado
nazareno funez,2001-06-01,187,84,liga profesional,1,newell's old boys,39,argentina,99,derecha,delantero,reserva,no convocado
william machado,1994-05-31,173,68,liga profesional,1,arsenal de sarandi,28,uruguay,99,derecha,"mediocampista central, mediocampista derecho, mediocampista defensivo",mediocampista defensivo izquierdo,no convocado
luciano bocco,2000-10-27,175,67,liga profesional,1,central cordoba sde,32,mexico,99,izquierda,"mediocampista izquierdo, carrilero izquierdo",suplente,no convocado
matias hernandez,2005-01-06,178,65,liga profesional,1,san lorenzo,44,argentina,99,derecha,delantero,reserva,no convocado
miguel acosta,2001-10-19,189,80,liga profesional,1,argentinos juniors,31,argentina,99,derecha,arquero,reserva,no convocado
santiago laquidain,2001-07-28,184,75,liga profesional,1,aldosivi,43,argentina,99,izquierda,"lateral izquierdo, defensor central",suplente,no convocado
justo d'angelo,2001-01-17,175,70,liga profesional,1,independiente,49,argentina,99,derecha,mediocampista defensivo,reserva,no convocado
julio cesar soler,2005-02-16,170,63,liga profesional,1,lanus,39,argentina,99,izquierda,"lateral izquierdo, defensor central",reserva,no convocado
leandro espejo,2001-09-11,175,70,liga profesional,1,defensa y justicia,16,argentina,99,derecha,"mediocampista izquierdo, delantero centro",reserva,no convocado
tomas muro,2002-05-05,180,75,liga profesional,1,gimnasia la plata,28,argentina,99,derecha,"mediocampista derecho, mediocampista central, mediocampista izquierdo",suplente,no convocado
franco deboli,2000-10-20,180,75,liga profesional,1,colon,43,argentina,99,derecha,delantero,reserva,no convocado
ezequiel cannavo,2002-06-12,178,66,liga profesional,1,defensa y justicia,26,argentina,99,derecha,mediocampista central,reserva,no convocado
francisco marco,2003-06-27,188,70,liga profesional,1,defensa y justicia,24,argentina,99,izquierda,defensor central,reserva,no convocado
santiago ayala,2002-05-06,176,75,liga profesional,1,independiente,48,argentina,99,derecha,delantero,reserva,no convocado
roman fernandez,2005-09-23,172,72,liga profesional,1,racing club,50,argentina,99,derecha,"extremo izquierdo, delantero",reserva,no convocado
juan cruz cerrudo,2004-01-20,168,68,liga profesional,1,rosario central,25,argentina,99,derecha,"mediocampista derecho, mediocampista izquierdo",reserva,no convocado
valentin pereyra,2002-04-18,175,73,liga profesional,1,patronato,33,argentina,99,izquierda,mediocampista izquierdo,reserva,no convocado
fabricio oviedo,2004-02-19,181,76,liga profesional,1,rosario central,39,argentina,99,derecha,delantero,reserva,no convocado
fernando rodriguez,2000-10-05,182,79,liga profesional,1,rosario central,38,argentina,99,izquierda,lateral izquierdo,lateral izquierdo,no convocado
diego gonzalez,2003-04-20,180,74,liga profesional,1,union santa fe,35,argentina,99,derecha,arquero,reserva,no convocado
maximiliano puig,2000-09-18,172,76,liga profesional,1,barracas central,79,argentina,99,derecha,"mediocampista defensivo, mediocampista central",suplente,no convocado
bruno mastronicola,2000-04-01,184,75,liga profesional,1,barracas central,3,argentina,99,izquierda,defensor central,reserva,no convocado
mateo del blanco,2003-10-31,170,68,liga profesional,1,union santa fe,20,argentina,99,izquierda,"mediocampista izquierdo, delantero",reserva,no convocado
gianfranco cabrera,2002-05-09,175,65,liga profesional,1,union santa fe,38,argentina,99,derecha,"mediocampista izquierdo, mediocampista derecho",reserva,no convocado
jeronimo domina,2005-10-17,171,72,liga profesional,1,union santa fe,36,argentina,99,derecha,"delantero, mediocampista izquierdo",reserva,no convocado
juan luduena,2003-02-11,185,75,liga profesional,1,union santa fe,6,argentina,99,derecha,defensor central,reserva,no convocado
matias soria,2001-11-23,182,76,liga profesional,1,godoy cruz,45,united states,99,derecha,arquero,reserva,no convocado
luis yamil garnier,1982-12-22,172,73,liga profesional,1,sarmiento,4,argentina,99,derecha,lateral derecho,reserva,no convocado
agustin gabriel bolivar,1996-01-09,173,70,liga profesional,1,gimnasia la plata,14,argentina,99,derecha,"mediocampista central, mediocampista defensivo",reserva,no convocado
felipe tomas zenobio,2000-05-22,183,74,liga profesional,1,tigre,13,argentina,99,derecha,arquero,suplente,no convocado
bruno baez panero,2000-04-06,187,80,liga profesional,1,arsenal de sarandi,26,argentina,99,derecha,delantero,suplente,no convocado
uriel ramirez,1999-08-19,173,65,liga profesional,1,aldosivi,30,argentina,99,derecha,"extremo derecho, mediocampista central",suplente,no convocado
nicolas palavecino,2003-03-29,186,75,liga profesional,1,estudiantes,19,argentina,99,izquierda,"mediocampista central, mediocampista ofensivo, mediocampista izquierdo",reserva,no convocado
emiliano viveros,2002-09-30,178,70,liga profesional,1,arsenal de sarandi,16,argentina,99,derecha,mediocampista derecho,suplente,no convocado
franco martinez,2002-10-06,182,77,liga profesional,1,arsenal de sarandi,8,argentina,99,derecha,"lateral derecho, defensor central",suplente,no convocado
ezequiel herrera,2003-01-17,180,75,liga profesional,1,san lorenzo,52,argentina,99,derecha,"carrilero derecho, lateral derecho, defensor central",reserva,no convocado
gonzalo flores,2002-02-22,178,74,liga profesional,1,tigre,29,argentina,99,derecha,"delantero, extremo izquierdo",reserva,no convocado
tomas palacios,2003-04-28,195,80,liga profesional,1,talleres cordoba,42,argentina,99,izquierda,"defensor central, lateral izquierdo",reserva,no convocado
gabriel diaz nunez,2000-04-19,172,66,liga profesional,1,sarmiento,33,argentina,99,izquierda,lateral izquierdo,reserva,no convocado
tobias cervera,2002-08-05,180,79,liga profesional,1,aldosivi,48,argentina,99,izquierda,extremo izquierdo,extremo izquierdo,no convocado
gonzalo gonzalez,2003-04-01,181,79,liga profesional,1,gimnasia la plata,41,argentina,99,derecha,lateral derecho,reserva,no convocado
alexis steimbach,2002-07-25,180,75,liga profesional,1,gimnasia la plata,38,argentina,99,derecha,mediocampista derecho,reserva,no convocado
leonel vergara,2001-05-22,174,72,liga profesional,1,rosario central,47,argentina,99,derecha,lateral derecho,reserva,no convocado
edilson salinas,2002-07-09,190,78,liga profesional,1,godoy cruz,23,argentina,99,derecha,arquero,reserva,no convocado
matias alexis budino,1995-07-03,187,80,liga profesional,1,patronato,12,argentina,99,derecha,arquero,suplente,no convocado
juan peinipil,2001-01-15,180,76,liga profesional,1,arsenal de sarandi,11,argentina,99,derecha,delantero,suplente,no convocado
facundo agustin tobares,2000-03-23,178,78,liga profesional,1,aldosivi,49,argentina,99,derecha,delantero,delantero,no convocado
valentin mancini,2003-06-02,172,68,liga profesional,1,aldosivi,45,argentina,99,derecha,extremo izquierdo,suplente,no convocado
gino olguin,2000-03-13,181,77,liga profesional,1,central cordoba sde,34,argentina,99,derecha,mediocampista central,suplente,no convocado
kevin damian gonzalez,1995-11-07,169,64,liga profesional,1,patronato,8,argentina,99,derecha,extremo derecho,reserva,no convocado
juan fernando quintero paniagua,1993-01-18,168,67,liga profesional,1,river plate,10,colombia,99,izquierda,"mediocampista ofensivo, mediocampista derecho",suplente,no convocado
eugenio esteban mena reveco,1988-07-18,173,74,liga profesional,1,racing club,5,chile,99,izquierda,"lateral izquierdo, carrilero izquierdo",lateral izquierdo,no convocado
lucas daniel romero,1994-04-18,167,70,liga profesional,1,independiente,29,argentina,99,derecha,"mediocampista defensivo, mediocampista central",mediocampista defensivo izquierdo,no convocado
franco sebastian cristaldo,1996-08-15,170,69,liga profesional,1,huracan,10,argentina,99,derecha,"mediocampista ofensivo, mediocampista central, mediocampista izquierdo",mediocampista ofensivo,no convocado
carlos augusto zambrano ochandarte,1989-07-10,185,77,liga profesional,1,boca juniors,5,peru,99,derecha,defensor central,defensor central derecho,no convocado
carlos emilio lampe porras,1987-03-17,192,84,liga profesional,1,atletico tucuman,16,bolivia,99,derecha,arquero,arquero,no convocado
carlos sebastian sosa silva,1986-08-19,179,78,liga profesional,1,independiente,1,uruguay,99,derecha,arquero,suplente,no convocado
ramiro angel carrera,1993-10-24,182,77,liga profesional,1,atletico tucuman,23,argentina,99,derecha,"mediocampista central, mediocampista izquierdo, mediocampista derecho",mediocentro izquierdo,no convocado
andres felipe roa estrada,1993-05-25,175,67,liga profesional,1,argentinos juniors,11,colombia,99,derecha,"mediocampista ofensivo, mediocampista derecho, mediocampista izquierdo",delantero izquierdo,no convocado
cristian oscar bernardi,1990-03-10,179,72,liga profesional,1,colon,23,argentina,99,derecha,"mediocampista ofensivo, mediocampista derecho, mediocampista central",mediocampista derecho ofensivo,no convocado
adonis uriel frias,1998-03-17,180,77,liga profesional,1,defensa y justicia,2,argentina,99,derecha,defensor central,defensor central derecho,no convocado
mauro matias zarate,1987-03-18,175,77,liga profesional,1,platense,10,argentina,99,derecha,"mediocampista ofensivo, delantero, mediocampista izquierdo",suplente,no convocado
fabian ariel noguera,1993-03-20,193,95,liga profesional,1,estudiantes,18,argentina,99,derecha,defensor central,defensor central izquierdo,no convocado
tomas pochettino,1996-02-01,180,72,liga profesional,1,river plate,32,argentina,99,derecha,"mediocampista central, mediocampista ofensivo",suplente,no convocado
damian ivan batallini,1996-06-24,176,77,liga profesional,1,independiente,7,argentina,99,derecha,"mediocampista derecho, mediocampista izquierdo, extremo derecho",mediocampista derecho,no convocado
luis manuel castro caceres,1995-09-27,171,73,liga profesional,1,estudiantes,20,uruguay,99,derecha,"mediocampista derecho, mediocampista izquierdo",mediocampista derecho,no convocado
alan sonora,1998-08-03,171,65,liga profesional,1,independiente,10,united states,99,izquierda,"mediocampista central, mediocampista ofensivo, mediocampista defensivo",suplente,no convocado
javier horacio pinola,1983-02-24,180,79,liga profesional,1,river plate,22,argentina,99,izquierda,"defensor central, lateral izquierdo",reserva,no convocado
cristian eduardo zapata valencia,1986-09-30,188,78,liga profesional,1,san lorenzo,3,colombia,99,derecha,defensor central,defensor central,no convocado
leandro miguel fernandez,1991-03-12,176,74,liga profesional,1,independiente,9,argentina,99,derecha,"delantero, extremo derecho, extremo izquierdo",mediocampista izquierdo,no convocado
facundo ferreyra,1991-03-14,186,76,liga profesional,1,independiente,16,argentina,99,derecha,delantero,delantero derecho,no convocado
sebastian alberto torrico,1980-02-22,183,84,liga profesional,1,san lorenzo,12,argentina,99,derecha,arquero,suplente,no convocado
jonathan torres,1996-12-29,187,73,liga profesional,1,sarmiento,9,argentina,99,derecha,delantero,suplente,no convocado
cristian javier baez,1990-09-04,180,84,liga profesional,1,rosario central,33,paraguay,99,derecha,defensor central,defensor central derecho,no convocado
hernan dario toledo,1996-01-17,179,72,liga profesional,1,estudiantes,14,argentina,99,derecha,"mediocampista izquierdo, mediocampista derecho, extremo izquierdo",suplente,no convocado
santiago andres mele castanero,1997-09-06,184,79,liga profesional,1,union santa fe,77,uruguay,99,derecha,arquero,arquero,no convocado
enrique alberto bologna gomez,1982-02-13,189,87,liga profesional,1,banfield,25,argentina,99,derecha,arquero,suplente,no convocado
diego fabian polenta musetti,1992-02-06,185,87,liga profesional,1,union santa fe,23,uruguay,99,izquierda,defensor central,defensor central izquierdo,no convocado
leandro ivan benegas,1988-11-27,180,81,liga profesional,1,independiente,18,chile,99,izquierda,"delantero, extremo izquierdo",delantero izquierdo,no convocado
pablo daniel magnin,1990-04-25,178,75,liga profesional,1,tigre,7,argentina,99,derecha,"delantero, mediocampista ofensivo",suplente,no convocado
nicolas agustin ferreyra,1993-03-30,194,90,liga profesional,1,barracas central,22,argentina,99,derecha,defensor central,suplente,no convocado
matias pisano,1991-12-13,166,61,liga profesional,1,aldosivi,10,argentina,99,izquierda,"extremo derecho, mediocampista ofensivo, mediocampista derecho",mediocampista izquierdo,no convocado
mauricio leonel martinez,1993-02-20,183,80,liga profesional,1,racing club,16,argentina,99,derecha,"mediocampista defensivo, defensor central",suplente,no convocado
franco negri,1995-02-20,174,76,liga profesional,1,godoy cruz,31,argentina,99,izquierda,"lateral izquierdo, mediocampista izquierdo",lateral izquierdo,no convocado
cristian ariel colman ortiz,1994-02-26,185,85,liga profesional,1,barracas central,35,paraguay,99,derecha,delantero,delantero,no convocado
augusto diego lotti,1996-06-10,179,70,liga profesional,1,atletico tucuman,9,argentina,99,derecha,delantero,delantero derecho,no convocado
milton david alvarez,1989-01-26,185,86,liga profesional,1,independiente,13,argentina,99,izquierda,arquero,arquero,no convocado
renzo lopez patron,1994-04-16,192,89,liga profesional,1,central cordoba sde,31,uruguay,99,derecha,delantero,delantero izquierdo,no convocado
carlos gabriel villalba rivas,1998-07-19,175,71,liga profesional,1,platense,5,argentina,99,derecha,"mediocampista defensivo, mediocampista central",mediocentro izquierdo,no convocado
santiago martin silva olivera,1980-12-09,183,83,liga profesional,1,aldosivi,9,uruguay,99,derecha,delantero,delantero derecho,no convocado
