long_name,frases,embedding_index
gustavo javier del prete,Mide 175 cm y pesa 64 kg,9482
gustavo javier del prete,Su pierna hábil es la izquierda,9483
gustavo javier del prete,Su posición principal en el club es mediocampista izquierdo,9484
gustavo javier del prete,Es de nacionalidad argentina,9485
gustavo javier del prete,Su número en el club es 10,9486
gustavo javier del prete,En la selección juega como no convocado,9487
gustavo javier del prete,gustavo javier del prete pertenece al club estudiantes,9488
gustavo javier del prete,gustavo javier del prete juega con la camiseta número 10,9489
milton joel caraglio,milton joel caraglio juega como delantero en rosario central,9490
milton joel caraglio,milton joel caraglio nació el 1988-12-01,9491
milton joel caraglio,Mide 187 cm y pesa 92 kg,9492
milton joel caraglio,Su pierna hábil es la izquierda,9493
milton joel caraglio,Su posición principal en el club es delantero izquierdo,9494
milton joel caraglio,Es de nacionalidad argentina,9495
milton joel caraglio,Su número en el club es 17,9496
milton joel caraglio,En la selección juega como no convocado,9497
milton joel caraglio,milton joel caraglio pertenece al club rosario central,9498
milton joel caraglio,milton joel caraglio juega con la camiseta número 17,9499
emanuel britez,"emanuel britez juega como defensor central, lateral izquierdo, lateral derecho en union santa fe",9500
emanuel britez,emanuel britez nació el 1992-03-26,9501
emanuel britez,Mide 178 cm y pesa 75 kg,9502
emanuel britez,Su pierna hábil es la derecha,9503
emanuel britez,Su posición principal en el club es defensor central izquierdo,9504
emanuel britez,Es de nacionalidad argentina,9505
emanuel britez,Su número en el club es 22,9506
emanuel britez,En la selección juega como no convocado,9507
emanuel britez,emanuel britez pertenece al club union santa fe,9508
emanuel britez,emanuel britez juega con la camiseta número 22,9509
fausto mariano vera,"fausto mariano vera juega como mediocampista defensivo, mediocampista central en argentinos juniors",9510
fausto mariano vera,fausto mariano vera nació el 2000-03-26,9511
fausto mariano vera,Mide 180 cm y pesa 75 kg,9512
fausto mariano vera,Su pierna hábil es la derecha,9513
fausto mariano vera,Su posición principal en el club es mediocentro derecho,9514
fausto mariano vera,Es de nacionalidad argentina,9515
fausto mariano vera,Su número en el club es 5,9516
fausto mariano vera,En la selección juega como no convocado,9517
fausto mariano vera,fausto mariano vera pertenece al club argentinos juniors,9518
fausto mariano vera,fausto mariano vera juega con la camiseta número 5,9519
carlos rodolfo rotondi,"carlos rodolfo rotondi juega como mediocampista izquierdo, extremo izquierdo en defensa y justicia",9520
carlos rodolfo rotondi,carlos rodolfo rotondi nació el 1997-03-02,9521
carlos rodolfo rotondi,Mide 184 cm y pesa 73 kg,9522
carlos rodolfo rotondi,Su pierna hábil es la izquierda,9523
carlos rodolfo rotondi,Su posición principal en el club es mediocampista izquierdo,9524
carlos rodolfo rotondi,Es de nacionalidad argentina,9525
carlos rodolfo rotondi,Su número en el club es 11,9526
carlos rodolfo rotondi,En la selección juega como no convocado,9527
carlos rodolfo rotondi,carlos rodolfo rotondi pertenece al club defensa y justicia,9528
carlos rodolfo rotondi,carlos rodolfo rotondi juega con la camiseta número 11,9529
giuliano galoppo,giuliano galoppo juega como mediocampista central en banfield,9530
giuliano galoppo,giuliano galoppo nació el 1999-06-18,9531
giuliano galoppo,Mide 179 cm y pesa 73 kg,9532
giuliano galoppo,Su pierna hábil es la derecha,9533
giuliano galoppo,Su posición principal en el club es mediocentro izquierdo,9534
giuliano galoppo,Es de nacionalidad argentina,9535
giuliano galoppo,Su número en el club es 8,9536
giuliano galoppo,En la selección juega como no convocado,9537
giuliano galoppo,giuliano galoppo pertenece al club banfield,9538
giuliano galoppo,giuliano galoppo juega con la camiseta número 8,9539
hector miguel canteros,"hector miguel canteros juega como mediocampista ofensivo, mediocampista central en platense",9540
hector miguel canteros,hector miguel canteros nació el 1989-03-15,9541
hector miguel canteros,Mide 176 cm y pesa 73 kg,9542
hector miguel canteros,Su pierna hábil es la derecha,9543
hector miguel canteros,Su posición principal en el club es reserva,9544
hector miguel canteros,Es de nacionalidad argentina,9545
hector miguel canteros,Su número en el club es 14,9546
hector miguel canteros,En la selección juega como no convocado,9547
hector miguel canteros,hector miguel canteros pertenece al club platense,9548
hector miguel canteros,hector miguel canteros juega con la camiseta número 14,9549
yeison stiven gordillo vargas,yeison stiven gordillo vargas juega como mediocampista defensivo en san lorenzo,9550
yeison stiven gordillo vargas,yeison stiven gordillo vargas nació el 1992-06-25,9551
yeison stiven gordillo vargas,Mide 178 cm y pesa 73 kg,9552
yeison stiven gordillo vargas,Su pierna hábil es la derecha,9553
yeison stiven gordillo vargas,Su posición principal en el club es mediocampista defensivo derecho,9554
yeison stiven gordillo vargas,Es de nacionalidad colombia,9555
yeison stiven gordillo vargas,Su número en el club es 5,9556
yeison stiven gordillo vargas,En la selección juega como no convocado,9557
yeison stiven gordillo vargas,yeison stiven gordillo vargas pertenece al club san lorenzo,9558
yeison stiven gordillo vargas,yeison stiven gordillo vargas juega con la camiseta número 5,9559
ivan mauricio arboleda,ivan mauricio arboleda juega como arquero en newell's old boys,9560
ivan mauricio arboleda,ivan mauricio arboleda nació el 1996-04-21,9561
ivan mauricio arboleda,Mide 182 cm y pesa 80 kg,9562
ivan mauricio arboleda,Su pierna hábil es la derecha,9563
ivan mauricio arboleda,Su posición principal en el club es arquero,9564
ivan mauricio arboleda,Es de nacionalidad colombia,9565
ivan mauricio arboleda,Su número en el club es 1,9566
ivan mauricio arboleda,En la selección juega como no convocado,9567
ivan mauricio arboleda,ivan mauricio arboleda pertenece al club newell's old boys,9568
ivan mauricio arboleda,ivan mauricio arboleda juega con la camiseta número 1,9569
geronimo gaston poblete,"geronimo gaston poblete juega como mediocampista defensivo, mediocampista central en independiente",9570
geronimo gaston poblete,geronimo gaston poblete nació el 1993-01-02,9571
geronimo gaston poblete,Mide 176 cm y pesa 71 kg,9572
geronimo gaston poblete,Su pierna hábil es la derecha,9573
geronimo gaston poblete,Su posición principal en el club es suplente,9574
geronimo gaston poblete,Es de nacionalidad argentina,9575
geronimo gaston poblete,Su número en el club es 15,9576
geronimo gaston poblete,En la selección juega como no convocado,9577
geronimo gaston poblete,geronimo gaston poblete pertenece al club independiente,9578
geronimo gaston poblete,geronimo gaston poblete juega con la camiseta número 15,9579
marcelo javier correa,marcelo javier correa juega como delantero en racing club,9580
marcelo javier correa,marcelo javier correa nació el 1992-10-23,9581
marcelo javier correa,Mide 184 cm y pesa 86 kg,9582
marcelo javier correa,Su pierna hábil es la derecha,9583
marcelo javier correa,Su posición principal en el club es suplente,9584
marcelo javier correa,Es de nacionalidad argentina,9585
marcelo javier correa,Su número en el club es 27,9586
marcelo javier correa,En la selección juega como no convocado,9587
marcelo javier correa,marcelo javier correa pertenece al club racing club,9588
marcelo javier correa,marcelo javier correa juega con la camiseta número 27,9589
gabriel hernan rojas,gabriel hernan rojas juega como lateral izquierdo en san lorenzo,9590
gabriel hernan rojas,gabriel hernan rojas nació el 1997-06-22,9591
gabriel hernan rojas,Mide 178 cm y pesa 68 kg,9592
gabriel hernan rojas,Su pierna hábil es la izquierda,9593
gabriel hernan rojas,Su posición principal en el club es lateral izquierdo,9594
gabriel hernan rojas,Es de nacionalidad argentina,9595
gabriel hernan rojas,Su número en el club es 22,9596
gabriel hernan rojas,En la selección juega como no convocado,9597
gabriel hernan rojas,gabriel hernan rojas pertenece al club san lorenzo,9598
gabriel hernan rojas,gabriel hernan rojas juega con la camiseta número 22,9599
claudio ariel yacob,"claudio ariel yacob juega como mediocampista defensivo, mediocampista central en rosario central",9600
claudio ariel yacob,claudio ariel yacob nació el 1987-07-18,9601
claudio ariel yacob,Mide 181 cm y pesa 73 kg,9602
claudio ariel yacob,Su pierna hábil es la derecha,9603
claudio ariel yacob,Su posición principal en el club es suplente,9604
claudio ariel yacob,Es de nacionalidad argentina,9605
claudio ariel yacob,Su número en el club es 5,9606
claudio ariel yacob,En la selección juega como no convocado,9607
claudio ariel yacob,claudio ariel yacob pertenece al club rosario central,9608
claudio ariel yacob,claudio ariel yacob juega con la camiseta número 5,9609
gino peruzzi lucchetti,"gino peruzzi lucchetti juega como lateral derecho, carrilero derecho en san lorenzo",9610
gino peruzzi lucchetti,gino peruzzi lucchetti nació el 1992-06-09,9611
gino peruzzi lucchetti,Mide 178 cm y pesa 71 kg,9612
gino peruzzi lucchetti,Su pierna hábil es la derecha,9613
gino peruzzi lucchetti,Su posición principal en el club es lateral derecho,9614
gino peruzzi lucchetti,Es de nacionalidad argentina,9615
gino peruzzi lucchetti,Su número en el club es 30,9616
gino peruzzi lucchetti,En la selección juega como no convocado,9617
gino peruzzi lucchetti,gino peruzzi lucchetti pertenece al club san lorenzo,9618
gino peruzzi lucchetti,gino peruzzi lucchetti juega con la camiseta número 30,9619
axel wilfredo werner,axel wilfredo werner juega como arquero en arsenal de sarandi,9620
axel wilfredo werner,axel wilfredo werner nació el 1996-02-28,9621
axel wilfredo werner,Mide 191 cm y pesa 85 kg,9622
axel wilfredo werner,Su pierna hábil es la derecha,9623
axel wilfredo werner,Su posición principal en el club es arquero,9624
axel wilfredo werner,Es de nacionalidad argentina,9625
axel wilfredo werner,Su número en el club es 1,9626
axel wilfredo werner,En la selección juega como no convocado,9627
axel wilfredo werner,axel wilfredo werner pertenece al club arsenal de sarandi,9628
axel wilfredo werner,axel wilfredo werner juega con la camiseta número 1,9629
leonardo javier ramos,leonardo javier ramos juega como delantero en union santa fe,9630
leonardo javier ramos,leonardo javier ramos nació el 1989-08-21,9631
leonardo javier ramos,Mide 185 cm y pesa 84 kg,9632
leonardo javier ramos,Su pierna hábil es la izquierda,9633
leonardo javier ramos,Su posición principal en el club es suplente,9634
leonardo javier ramos,Es de nacionalidad argentina,9635
leonardo javier ramos,Su número en el club es 33,9636
leonardo javier ramos,En la selección juega como no convocado,9637
leonardo javier ramos,leonardo javier ramos pertenece al club union santa fe,9638
leonardo javier ramos,leonardo javier ramos juega con la camiseta número 33,9639
jeronimo cacciabue,"jeronimo cacciabue juega como mediocampista defensivo, mediocampista central, mediocampista derecho en newell's old boys",9640
jeronimo cacciabue,jeronimo cacciabue nació el 1998-01-24,9641
jeronimo cacciabue,Mide 173 cm y pesa 73 kg,9642
jeronimo cacciabue,Su pierna hábil es la derecha,9643
jeronimo cacciabue,Su posición principal en el club es suplente,9644
jeronimo cacciabue,Es de nacionalidad argentina,9645
jeronimo cacciabue,Su número en el club es 31,9646
jeronimo cacciabue,En la selección juega como no convocado,9647
jeronimo cacciabue,jeronimo cacciabue pertenece al club newell's old boys,9648
jeronimo cacciabue,jeronimo cacciabue juega con la camiseta número 31,9649
alexandro ezequiel bernabei,"alexandro ezequiel bernabei juega como lateral izquierdo, extremo izquierdo, mediocampista izquierdo en lanus",9650
alexandro ezequiel bernabei,alexandro ezequiel bernabei nació el 2000-09-24,9651
alexandro ezequiel bernabei,Mide 169 cm y pesa 65 kg,9652
alexandro ezequiel bernabei,Su pierna hábil es la izquierda,9653
alexandro ezequiel bernabei,Su posición principal en el club es lateral izquierdo,9654
alexandro ezequiel bernabei,Es de nacionalidad argentina,9655
alexandro ezequiel bernabei,Su número en el club es 25,9656
alexandro ezequiel bernabei,En la selección juega como no convocado,9657
alexandro ezequiel bernabei,alexandro ezequiel bernabei pertenece al club lanus,9658
alexandro ezequiel bernabei,alexandro ezequiel bernabei juega con la camiseta número 25,9659
jorge alberto de olivera,jorge alberto de olivera juega como arquero en platense,9660
jorge alberto de olivera,jorge alberto de olivera nació el 1982-08-21,9661
jorge alberto de olivera,Mide 194 cm y pesa 92 kg,9662
jorge alberto de olivera,Su pierna hábil es la derecha,9663
jorge alberto de olivera,Su posición principal en el club es arquero,9664
jorge alberto de olivera,Es de nacionalidad argentina,9665
jorge alberto de olivera,Su número en el club es 1,9666
jorge alberto de olivera,En la selección juega como no convocado,9667
jorge alberto de olivera,jorge alberto de olivera pertenece al club platense,9668
